geneSymbol	diseaseName
ESR1	Hypercholesterolemia, Familial
ESR1	Male infertility
ESR1	leukemia
ESR1	Marijuana Abuse
ESR1	Mesothelioma
ESR1	Myocardial Infarction
ESR1	Obesity
ESR1	Oligospermia
ESR1	Osteogenesis Imperfecta
ESR1	Osteopenia
ESR1	Ovarian Carcinoma
ESR1	Psychoses, Drug
ESR1	Psychoses, Substance-Induced
ESR1	Schizophrenia
ESR1	Shared Paranoid Disorder
ESR1	Migraine Variant
ESR1	Adenocarcinoma, Basal Cell
ESR1	Adenocarcinoma, Oxyphilic
ESR1	Carcinoma, Cribriform
ESR1	Carcinoma, Granular Cell
ESR1	Adenocarcinoma, Tubular
ESR1	Anaplastic carcinoma
ESR1	Carcinoma, Spindle-Cell
ESR1	Subependymal Giant Cell Astrocytoma
ESR1	Malignant neoplasm of lung
ESR1	Abdominal Migraine
ESR1	Familial Alzheimer Disease (FAD)
ESR1	Juvenile Pilocytic Astrocytoma
ESR1	Diffuse Astrocytoma
ESR1	Prostatic Intraepithelial Neoplasias
ESR1	Anaplastic astrocytoma
ESR1	Protoplasmic astrocytoma
ESR1	Gemistocytic astrocytoma
ESR1	Fibrillary Astrocytoma
ESR1	Pilocytic Astrocytoma
ESR1	Childhood Cerebral Astrocytoma
ESR1	Status Migrainosus
ESR1	Subfertility, Female
ESR1	Malignant neoplasm of liver
ESR1	Breast Cancer, Familial
ESR1	Malignant neoplasm of prostate
ESR1	Endometrial Carcinoma
ESR1	Alzheimer Disease, Late Onset
ESR1	Neoplasm of uncertain or unknown behavior of ovary
ESR1	Neoplasm of uncertain or unknown behavior of breast
ESR1	Acute Confusional Migraine
ESR1	Acute Confusional Senile Dementia
ESR1	Mixed oligoastrocytoma
ESR1	Breast Carcinoma
ESR1	Sick Headaches
ESR1	Alzheimer's Disease, Focal Onset
ESR1	Alzheimer Disease, Early Onset
ESR1	Cerebral Astrocytoma
ESR1	Intracranial Astrocytoma
ESR1	Breast adenocarcinoma
ESR1	ovarian neoplasm
ESR1	Malignant neoplasm of ovary
ESR1	Mammary Carcinoma, Animal
ESR1	Grade I Astrocytoma
ESR1	Bright Disease
ESR1	Coronary Artery Disease
ESR1	Liver carcinoma
ESR1	ESTROGEN RESISTANCE
ESR1	Familial M̩ni̬re disease
ESR2	Astrocytoma
ESR2	Malignant neoplasm of urinary bladder
ESR2	Malignant neoplasm of breast
ESR2	Carcinoma, Transitional Cell
ESR2	Cocaine Abuse
ESR2	Colorectal Carcinoma
ESR2	Coronary Arteriosclerosis
ESR2	Coronary heart disease
ESR2	Endometriosis
ESR2	Medulloblastoma
ESR2	Schizophrenia
ESR2	Unipolar Depression
ESR2	Adenocarcinoma, Basal Cell
ESR2	Adenocarcinoma, Oxyphilic
ESR2	Carcinoma, Cribriform
ESR2	Carcinoma, Granular Cell
ESR2	Adenocarcinoma, Tubular
ESR2	Anaplastic carcinoma
ESR2	Carcinoma, Spindle-Cell
ESR2	Subependymal Giant Cell Astrocytoma
ESR2	Medullomyoblastoma
ESR2	Endometrioma
ESR2	Childhood Medulloblastoma
ESR2	Adult Medulloblastoma
ESR2	Juvenile Pilocytic Astrocytoma
ESR2	Diffuse Astrocytoma
ESR2	Prostatic Intraepithelial Neoplasias
ESR2	Anaplastic astrocytoma
ESR2	Protoplasmic astrocytoma
ESR2	Gemistocytic astrocytoma
ESR2	Fibrillary Astrocytoma
ESR2	Pilocytic Astrocytoma
ESR2	Childhood Cerebral Astrocytoma
ESR2	Subfertility, Female
ESR2	Malignant neoplasm of prostate
ESR2	Endometrial Carcinoma
ESR2	Mixed oligoastrocytoma
ESR2	Severe depression
ESR2	Cocaine Dependence
ESR2	Breast Carcinoma
ESR2	Cerebral Astrocytoma
ESR2	Intracranial Astrocytoma
ESR2	Desmoplastic Medulloblastoma
ESR2	Mammary Carcinoma, Animal
ESR2	Major Depressive Disorder
ESR2	Melanotic medulloblastoma
ESR2	Colorectal Cancer
ESR2	Grade I Astrocytoma
ESR2	Familial medullary thyroid carcinoma
ESR2	Coronary Artery Disease
ESR2	Familial M̩ni̬re disease
ESRRA	Alloxan Diabetes
ESRRA	Malignant neoplasm of breast
ESRRA	Diabetes Mellitus, Experimental
ESRRA	Osteosarcoma
ESRRA	Streptozotocin Diabetes
ESRRA	Breast Carcinoma
ESRRB	DEAFNESS, AUTOSOMAL RECESSIVE 35
ETFA	Arthrogryposis
ETFA	Degenerative polyarthritis
ETFA	Osteoarthrosis Deformans
ETFA	Multiple Acyl Coenzyme A Dehydrogenase Deficiency
ETFA	Glutaric Aciduria IIA
ETFA	Glutaric Aciduria IIB
ETFA	Glutaric Aciduria IIC
ETFA	Liver carcinoma
ETFA	GLUTARIC ACIDEMIA IIA
ETFA	GLUTARIC ACIDEMIA IIB
ETFA	GLUTARIC ACIDEMIA IIC
ETFB	Arthrogryposis
ETFB	Multiple Acyl Coenzyme A Dehydrogenase Deficiency
ETFB	Glutaric Aciduria IIA
ETFB	Glutaric Aciduria IIB
ETFB	Glutaric Aciduria IIC
ETFB	GLUTARIC ACIDEMIA IIA
ETFB	GLUTARIC ACIDEMIA IIB
ETFB	GLUTARIC ACIDEMIA IIC
ETFDH	Arthrogryposis
ETFDH	Leukodystrophy
ETFDH	Obesity
ETFDH	Multiple Acyl Coenzyme A Dehydrogenase Deficiency
ETFDH	Colorectal Cancer
ETFDH	Glutaric Aciduria IIA
ETFDH	Glutaric Aciduria IIB
ETFDH	Glutaric Aciduria IIC
ETFDH	GLUTARIC ACIDEMIA IIA
ETFDH	GLUTARIC ACIDEMIA IIB
ETFDH	GLUTARIC ACIDEMIA IIC
ETS1	Celiac Disease
ETS1	Lupus Erythematosus, Systemic
ETS1	Reperfusion Injury
ETS1	Libman-Sacks Disease
ETS2	Malignant neoplasm of breast
ETS2	Dermatitis, Allergic Contact
ETS2	Breast Carcinoma
ETV1	Malignant neoplasm of prostate
ETV1	Ewings sarcoma
ETV3	Malignant neoplasm of prostate
ETV4	Malignant neoplasm of breast
ETV4	Malignant neoplasm of prostate
ETV4	Ewings sarcoma
ETV4	Breast Carcinoma
ETV5	Malignant neoplasm of prostate
ETV6	Burkitt Lymphoma
ETV6	Drug abuse
ETV6	Fibrosarcoma
ETV6	Childhood Acute Lymphoblastic Leukemia
ETV6	Leukemia, Lymphocytic, Acute, L2
ETV6	Leukemia, Myelocytic, Acute
ETV6	Leukemia, Myelomonocytic, Chronic
ETV6	Precursor B-Cell Lymphoblastic Leukemia-Lymphoma
ETV6	Organic Mental Disorders, Substance-Induced
ETV6	Substance Dependence
ETV6	Juvenile-Onset Still Disease
ETV6	Papillary thyroid carcinoma
ETV6	Substance abuse problem
ETV6	Precursor B-cell lymphoblastic leukemia
ETV6	Congenital Mesoblastic Nephroma
ETV6	Platelet Disorder, Familial, with Associated Myeloid Malignancy
ETV6	Macrocytosis, Familial
ETV6	Precursor Cell Lymphoblastic Leukemia Lymphoma
ETV6	Juvenile arthritis
ETV6	Juvenile psoriatic arthritis
ETV6	THROMBOCYTOPENIA 5
EVC	Ellis-Van Creveld Syndrome
EVC	Osteogenesis Imperfecta
EVC	Polydactyly
EVC	Weyers acrofacial dysostosis
MECOM	Malignant neoplasm of breast
MECOM	Malignant tumor of colon
MECOM	Lymphoid leukemia
MECOM	Leukemia, Monocytic, Chronic
MECOM	Myeloid Leukemia
MECOM	Myelodysplasia
MECOM	Pancytopenia
MECOM	Cancer of Nasopharynx
MECOM	Breast Carcinoma
MECOM	ovarian neoplasm
MECOM	Malignant neoplasm of ovary
MECOM	Radioulnar Synostosis with Amegakaryocytic Thrombocytopenia
MECOM	RADIOULNAR SYNOSTOSIS WITH AMEGAKARYOCYTIC THROMBOCYTOPENIA 2
EWSR1	Clear Cell Sarcoma of Soft Tissue
EWSR1	Neuroectodermal Tumor, Primitive
EWSR1	Extraosseous Ewings sarcoma-primitive neuroepithelial tumor
EWSR1	Desmoplastic Small Round Cell Tumor
EWSR1	Spongioblastoma
EWSR1	Medulloepithelioma
EWSR1	Malignant neoplasm of prostate
EWSR1	Ewings sarcoma
EWSR1	Ependymoblastoma
EWSR1	Cerebral Primitive Neuroectodermal Tumor
EWSR1	Extraskeletal Myxoid Chondrosarcoma
EXT1	Chondrosarcoma
EXT1	Hereditary Multiple Exostoses
EXT1	Langer-Giedion Syndrome
EXT1	Osteogenesis Imperfecta
EXT1	Osteosarcoma
EXT1	Kleine-Levin Syndrome
EXT1	Osteochondromatosis
EXT2	Hereditary Multiple Exostoses
EXT2	Osteogenesis Imperfecta
EXT2	Osteosarcoma
EXT2	Osteochondromatosis
EXT2	Chromosome 11p11.2 Deletion Syndrome
EXT2	EXOSTOSES, MULTIPLE, TYPE II
EXT2	SEIZURES, SCOLIOSIS, AND MACROCEPHALY SYNDROME
EXTL1	Liver Cirrhosis, Experimental
EXTL3	IMMUNOSKELETAL DYSPLASIA WITH NEURODEVELOPMENTAL ABNORMALITIES
EYA1	Conductive hearing loss
EYA1	Cataract
EYA1	Branchio-Oto-Renal Syndrome
EYA1	Branchio-Oculo-Facial Syndrome
EYA1	Asymmetric crying face association
EYA1	Otofaciocervical Syndrome
EYA1	BRANCHIOOTIC SYNDROME 1
EYA1	Cakut
EYA1	Branchiootorenal Syndrome 2
EYA1	Fara Chlupackova syndrome
EYA1	ANTERIOR SEGMENT ANOMALIES WITH OR WITHOUT CATARACT
EZH2	Primary Myelofibrosis
EZH2	Malignant neoplasm of breast
EZH2	Craniosynostosis
EZH2	Leukemia, Myelomonocytic, Chronic
EZH2	Lymphoma, Follicular
EZH2	Osteosarcoma
EZH2	Acrocephaly
EZH2	Diffuse Large B-Cell Lymphoma
EZH2	Lymphoma, Large-Cell, Follicular
EZH2	Lymphoma, Mixed-Cell, Follicular
EZH2	Lymphoma, Small Cleaved-Cell, Follicular
EZH2	Congenital anemia
EZH2	Weaver-Like Syndrome
EZH2	Brachycephaly
EZH2	Weaver syndrome
EZH2	Scaphycephaly
EZH2	Trigonocephaly
EZH2	Juvenile Myelomonocytic Leukemia
EZH2	Malignant neoplasm of prostate
EZH2	Endometrial Carcinoma
EZH2	Breast Carcinoma
EZH2	Adult Diffuse Large B-Cell Lymphoma
EZH2	Childhood Diffuse Large B-Cell Lymphoma
EZH2	Synostotic Posterior Plagiocephaly
EZH2	Leukemia, Megakaryoblastic, of Down Syndrome
EZH2	Metopic synostosis
EZH2	Lymphoma, Follicular, Grade 1
EZH2	Lymphoma, Follicular, Grade 3
EZH2	Lymphoma, Follicular, Grade 2
EZH2	Hematopoetic Myelodysplasia
EZH2	Synostotic Anterior Plagiocephaly
F2	Alzheimer's Disease
F2	Rheumatoid Arthritis
F2	Cerebral Infarction
F2	Brain Ischemia
F2	Presenile dementia
F2	Disseminated Intravascular Coagulation
F2	Fatty Liver
F2	Inherited Factor II deficiency
F2	Liver Cirrhosis
F2	Myocardial Infarction
F2	Nephrosis
F2	Obesity
F2	Paratuberculosis
F2	Schizophrenia
F2	Sinus Thrombosis, Intracranial
F2	Liver Failure
F2	Alcohol abuse
F2	Deep Vein Thrombosis
F2	Fibrosis, Liver
F2	Hereditary factor II deficiency disease
F2	Familial Alzheimer Disease (FAD)
F2	Thrombophilia
F2	Non-alcoholic Fatty Liver Disease
F2	Alzheimer Disease, Late Onset
F2	Acute Confusional Senile Dementia
F2	Alzheimer's Disease, Focal Onset
F2	Alzheimer Disease, Early Onset
F2	Cerebral Infarction, Left Hemisphere
F2	Cerebral Infarction, Right Hemisphere
F2	Anterior Choroidal Artery Infarction
F2	Subcortical Infarction
F2	Petrous Sinus Thrombophlebitis
F2	Intracranial Sinus Thrombophlebitis
F2	Petrous Sinus Thrombosis
F2	Acute Cerebrovascular Accidents
F2	Cerebral Ischemia
F2	Mesenteric vascular insufficiency
F2	Liver carcinoma
F2	Steatohepatitis
F2	Factor II deficiency
F2	Nonalcoholic Steatohepatitis
F2	Acute Mesenteric Arterial Embolus
F2	Occlusive Mesenteric Arterial Ischemia
F2	Nonocclusive Mesenteric Ischemia
F2	Acute Mesenteric Arterial Thrombosis
F2R	Fatty Liver
F2R	Hepatitis
F2R	Liver Cirrhosis
F2R	Liver Cirrhosis, Experimental
F2R	Malignant neoplasm of stomach
F2R	Fibrosis, Liver
F2R	Hereditary Diffuse Gastric Cancer
F2R	Steatohepatitis
F2RL1	Gastroenteritis
F2RL1	melanoma
F2RL1	Myocardial Ischemia
F3	Malignant neoplasm of breast
F3	Disseminated Intravascular Coagulation
F3	Acute Promyelocytic Leukemia
F3	Liver Cirrhosis
F3	Purpura, Thrombotic Thrombocytopenic
F3	Deep Vein Thrombosis
F3	Myocardial Ischemia
F3	Fibrosis, Liver
F3	Breast Carcinoma
F3	Congenital Thrombotic Thrombocytopenic Purpura
F3	Familial Thrombotic Thrombocytopenic Purpura
F5	Malignant tumor of colon
F5	Cerebral Infarction
F5	Brain Ischemia
F5	Hereditary Factor V Deficiency
F5	Hepatic Vein Thrombosis
F5	Liver Cirrhosis
F5	Myocardial Infarction
F5	Adenomatous Polyposis Coli
F5	Retinal Vein Occlusion
F5	Deep Vein Thrombosis
F5	Fibrosis, Liver
F5	Sagittal Sinus Thrombosis
F5	Activated Protein C Resistance
F5	Cerebral Infarction, Left Hemisphere
F5	Cerebral Infarction, Right Hemisphere
F5	Anterior Choroidal Artery Infarction
F5	Subcortical Infarction
F5	Septic Phlebitis, Sagittal Sinus
F5	Sagittal Sinus Thrombophlebitis
F5	Acute Cerebrovascular Accidents
F5	Budd-Chiari Syndrome
F5	Cerebral Ischemia
F5	Mesenteric vascular insufficiency
F5	Colorectal Cancer
F5	Thrombosis of retinal vein
F5	Bleeding Disorder, East Texas Type
F5	THROMBOPHILIA DUE TO ACTIVATED PROTEIN C RESISTANCE (disorder)
F5	Thrombophilia, hereditary
F5	Polyposis, Adenomatous Intestinal
F5	Familial Intestinal Polyposis
F5	Acute Mesenteric Arterial Embolus
F5	Occlusive Mesenteric Arterial Ischemia
F5	Nonocclusive Mesenteric Ischemia
F5	Acute Mesenteric Arterial Thrombosis
F7	Disseminated Intravascular Coagulation
F7	Factor VII Deficiency
F7	Myocardial Infarction
F7	Deep Vein Thrombosis
F7	Traumatic intracranial hemorrhage
F8	Hemophilia A
F8	Deep Vein Thrombosis
F8	Severe hereditary factor VIII deficiency disease
F8	Mild hereditary factor VIII deficiency disease
F8	Factor 8 deficiency, acquired
F8	Thrombophilia
F8	Autosomal Hemophilia A
F8	Factor VIII Deficiency
F9	Bipolar Disorder
F9	Hemophilia B
F9	Hemophilia A
F9	Malignant mesothelioma
F9	Thrombophilia, X-Linked, Due To Factor Ix Defect
F9	Autosomal Hemophilia A
F9	Factor VIII Deficiency
F10	Factor X Deficiency
F11	Hereditary Factor XI Deficiency
F12	Factor XII Deficiency
F12	Hepatoma, Morris
F12	Hepatoma, Novikoff
F12	Experimental Hepatoma
F12	Hereditary Angioedema Type III
F12	Hereditary angioedema with normal C1 esterase inhibitor activity
F13A1	Hereditary Factor XIII Deficiency
F13A1	Hypercholesterolemia, Familial
F13A1	Myocardial Infarction
F13A1	Deep Vein Thrombosis
F13A1	Dermatitis, Allergic Contact
F13A1	Thrombophilia
F13B	Hereditary Factor XIII Deficiency
F13B	Deep Vein Thrombosis
FAAH	Malignant neoplasm of breast
FAAH	Cannabis Dependence
FAAH	Drug abuse
FAAH	Huntington Disease
FAAH	Jacksonian Seizure
FAAH	Marijuana Abuse
FAAH	Obesity
FAAH	Organic Mental Disorders, Substance-Induced
FAAH	Schizophrenia
FAAH	Substance Dependence
FAAH	Substance Withdrawal Syndrome
FAAH	Unipolar Depression
FAAH	Complex partial seizures
FAAH	Generalized seizures
FAAH	Seizures, Clonic
FAAH	Visual seizure
FAAH	Epileptic drop attack
FAAH	Nonorganic psychosis
FAAH	Huntington Disease, Late Onset
FAAH	Olfactory seizure
FAAH	Vertiginous seizure
FAAH	Tonic - clonic seizures
FAAH	Substance abuse problem
FAAH	Single Seizure
FAAH	Atonic Absence Seizures
FAAH	Akinetic-Rigid Variant of Huntington Disease
FAAH	Juvenile Huntington Disease
FAAH	Major Depressive Disorder
FAAH	Nonepileptic Seizures
FAAH	Epileptic Seizures
FAAH	Generalized Absence Seizures
FABP4	Malignant neoplasm of breast
FABP4	Contact Dermatitis
FABP4	Anaplastic carcinoma
FABP4	Carcinoma, Spindle-Cell
FABP4	Mammary Carcinoma, Animal
FABP1	Kidney Failure, Chronic
FABP1	Acute Kidney Tubular Necrosis
FABP1	Lipoidosis
FABP2	Alcoholic Intoxication, Chronic
FABP2	Liver Cirrhosis, Experimental
FABP3	Schizophrenia
FABP5	Schizophrenia
FABP5	Myocardial Ischemia
FABP5	Liver carcinoma
FABP7	Bipolar Disorder
FABP7	Malignant neoplasm of breast
FABP7	Liver Cirrhosis, Experimental
FABP7	Schizophrenia
FABP7	Breast Carcinoma
FANCA	Malignant neoplasm of urinary bladder
FANCA	Adenocarcinoma of prostate
FANCA	Adenoid Cystic Carcinoma
FANCA	Fanconi Anemia
FANCA	Hyperinsulinism
FANCA	leukemia
FANCA	Leukemia, Myelocytic, Acute
FANCA	Neurofibromatosis 1
FANCA	Congenital anemia
FANCA	Malignant neoplasm of salivary gland
FANCA	Malignant Head and Neck Neoplasm
FANCA	Primary microcephaly
FANCA	Endogenous Hyperinsulinism
FANCA	Exogenous Hyperinsulinism
FANCA	Compensatory Hyperinsulinemia
FANCA	Estren-Dameshek Variant of Fanconi Anemia
FANCA	Estren-Dameshek Variant of Fanconi Pancytopenia
FANCA	Esophageal atresia with or without tracheoesophageal fistula
FANCA	FANCONI ANEMIA, COMPLEMENTATION GROUP A (disorder)
FANCA	Radial club hand
FANCC	Malignant neoplasm of urinary bladder
FANCC	Fanconi Anemia
FANCC	Hyperinsulinism
FANCC	leukemia
FANCC	Leukemia, Myelocytic, Acute
FANCC	Neurofibromatosis 1
FANCC	Benign neoplasm of bladder
FANCC	Carcinoma in situ of bladder
FANCC	Congenital anemia
FANCC	Malignant Head and Neck Neoplasm
FANCC	Primary microcephaly
FANCC	Neoplasm of uncertain or unknown behavior of bladder
FANCC	Carcinoma of bladder
FANCC	Endogenous Hyperinsulinism
FANCC	Exogenous Hyperinsulinism
FANCC	Compensatory Hyperinsulinemia
FANCC	Esophageal atresia with or without tracheoesophageal fistula
FANCC	FANCONI ANEMIA, COMPLEMENTATION GROUP C
FANCC	Radial club hand
FANCD2	Fanconi Anemia
FANCD2	leukemia
FANCD2	Leukemia, Myelocytic, Acute
FANCD2	Neurofibromatosis 1
FANCD2	Congenital anemia
FANCD2	Malignant Head and Neck Neoplasm
FANCD2	Primary microcephaly
FANCD2	Esophageal atresia with or without tracheoesophageal fistula
FANCD2	FANCONI ANEMIA, COMPLEMENTATION GROUP D2
FANCD2	Radial club hand
FANCE	Fanconi Anemia
FANCE	leukemia
FANCE	Leukemia, Myelocytic, Acute
FANCE	Neurofibromatosis 1
FANCE	Congenital anemia
FANCE	Malignant Head and Neck Neoplasm
FANCE	Primary microcephaly
FANCE	Esophageal atresia with or without tracheoesophageal fistula
FANCE	FANCONI ANEMIA, COMPLEMENTATION GROUP E
FANCE	Radial club hand
ACSL1	Alloxan Diabetes
ACSL1	Arthritis, Adjuvant-Induced
ACSL1	Diabetes Mellitus, Experimental
ACSL1	Liver Cirrhosis, Experimental
ACSL1	Obesity
ACSL1	Streptozotocin Diabetes
ACSL1	Anaplastic carcinoma
ACSL1	Carcinoma, Spindle-Cell
ACSL1	Arthritis, Collagen-Induced
ACSL1	Arthritis, Experimental
ACSL1	Mammary Carcinoma, Animal
ACSL4	Arthritis, Adjuvant-Induced
ACSL4	Endogenous depression
ACSL4	Depressive disorder
ACSL4	Melancholia
ACSL4	Schizophrenia
ACSL4	Unipolar Depression
ACSL4	Depressive Syndrome
ACSL4	Adenocarcinoma of lung (disorder)
ACSL4	Depression, Neurotic
ACSL4	Malignant neoplasm of prostate
ACSL4	Arthritis, Collagen-Induced
ACSL4	Arthritis, Experimental
ACSL4	Colorectal Cancer
ACSL4	Mental Retardation, X-Linked 63
ACSL4	Alport Syndrome, Mental Retardation, Midface Hypoplasia, and Elliptocytosis
ACSL4	Liver carcinoma
ACSL4	Mental Retardation, X-Linked 1
FAH	Cholestasis
FAH	Tyrosinemias
FAH	Tyrosine Transaminase Deficiency Disease
FAH	Tyrosinemia, Type I
FAH	Tyrosinemia, Type III
FAH	Cholestasis in newborn
PTK2B	Alcoholic Intoxication, Chronic
PTK2B	Malignant neoplasm of skin
PTK2B	melanoma
PTK2B	Status Epilepticus
PTK2B	Petit mal status
PTK2B	Grand Mal Status Epilepticus
PTK2B	Complex Partial Status Epilepticus
PTK2B	Status Epilepticus, Subclinical
PTK2B	Non-Convulsive Status Epilepticus
PTK2B	Simple Partial Status Epilepticus
BPTF	Malignant neoplasm of urinary bladder
BPTF	Microcephaly
FANCB	Fanconi Anemia
FANCB	Hydrocephalus
FANCB	Neurofibromatosis 1
FANCB	Congenital anemia
FANCB	Malignant Head and Neck Neoplasm
FANCB	Primary microcephaly
FANCB	FANCONI ANEMIA, COMPLEMENTATION GROUP B
FANCB	VACTERL Association With Hydrocephalus
FANCB	Vater Association With Hydrocephalus
FANCB	Esophageal atresia with or without tracheoesophageal fistula
FANCB	Vater Association With Macrocephaly And Ventriculomegaly
FANCB	Radial club hand
FANCF	Fanconi Anemia
FANCF	leukemia
FANCF	Leukemia, Myelocytic, Acute
FANCF	Neurofibromatosis 1
FANCF	Congenital anemia
FANCF	Malignant Head and Neck Neoplasm
FANCF	Primary microcephaly
FANCF	Esophageal atresia with or without tracheoesophageal fistula
FANCF	FANCONI ANEMIA, COMPLEMENTATION GROUP F
FANCF	Radial club hand
FANCG	Fanconi Anemia
FANCG	leukemia
FANCG	Leukemia, Myelocytic, Acute
FANCG	Neurofibromatosis 1
FANCG	Congenital anemia
FANCG	Malignant Head and Neck Neoplasm
FANCG	Primary microcephaly
FANCG	Colorectal Cancer
FANCG	Esophageal atresia with or without tracheoesophageal fistula
FANCG	fanconi anemia complementation group g
FANCG	Radial club hand
FBLN1	Endometriosis
FBLN1	Endometrioma
FBLN1	Malignant neoplasm of prostate
FBLN1	Synpolydactyly 2
FASN	Malignant neoplasm of breast
FASN	Hypertrophic Cardiomyopathy
FASN	Heart failure
FASN	Congestive heart failure
FASN	Hepatitis, Toxic
FASN	Profound Mental Retardation
FASN	Kidney Failure, Chronic
FASN	Left-Sided Heart Failure
FASN	liposarcoma
FASN	melanoma
FASN	Mental Retardation, Psychosocial
FASN	Obesity
FASN	Adenocarcinoma of lung (disorder)
FASN	Liposarcoma, Dedifferentiated
FASN	Liposarcoma, Pleomorphic
FASN	Heart Failure, Right-Sided
FASN	Squamous cell carcinoma of esophagus
FASN	Breast Carcinoma
FASN	Drug-Induced Liver Disease
FASN	Mental deficiency
FASN	ovarian neoplasm
FASN	Acute Coronary Syndrome
FASN	Malignant neoplasm of ovary
FASN	Hepatitis, Drug-Induced
FASN	Cardiomyopathy, Familial Idiopathic
FASN	Myocardial Failure
FASN	Liver carcinoma
FASN	Drug-Induced Acute Liver Injury
FASN	Chemical and Drug Induced Liver Injury
FASN	Chemically-Induced Liver Toxicity
FAT1	Colorectal Carcinoma
FAT1	Adenoid Cystic Carcinoma
FAT1	Glioblastoma
FAT1	Liver Cirrhosis, Experimental
FAT1	Malignant neoplasm of salivary gland
FAT1	Malignant Head and Neck Neoplasm
FAT1	Squamous cell carcinoma of esophagus
FAT1	Giant Cell Glioblastoma
FAT1	Cancer of Neck
FAT1	Cancer of Head
FAT1	Colorectal Cancer
FAT1	Glioblastoma Multiforme
FAT2	Squamous cell carcinoma of esophagus
FBLN2	Colorectal Carcinoma
FBLN2	Colorectal Cancer
FBN1	Aortic Rupture
FBN1	Arachnodactyly
FBN1	Craniosynostosis
FBN1	Ectopia Lentis
FBN1	Ehlers-Danlos Syndrome
FBN1	Endometriosis
FBN1	Hyperglycemia
FBN1	Hyperinsulinism
FBN1	Liver Cirrhosis
FBN1	Liver Cirrhosis, Experimental
FBN1	Marfan Syndrome
FBN1	Osteogenesis Imperfecta
FBN1	Cataract
FBN1	Aortic Aneurysm, Thoracic
FBN1	Fibrosis, Liver
FBN1	Acromicric Dysplasia
FBN1	Weill-Marchesani syndrome
FBN1	Endometrioma
FBN1	Aortic Aneurysm, Thoracoabdominal
FBN1	Congenital aneurysm of ascending aorta
FBN1	Aortic Aneurysm, Ruptured
FBN1	Endogenous Hyperinsulinism
FBN1	Exogenous Hyperinsulinism
FBN1	Compensatory Hyperinsulinemia
FBN1	Shprintzen-Goldberg syndrome
FBN1	Ectopia lentis isolated
FBN1	OVERLAP CONNECTIVE TISSUE DISEASE
FBN1	Stiff Skin Syndrome
FBN1	Weill-Marchesani Syndrome, Autosomal Recessive
FBN1	Weill-Marchesani Syndrome, Autosomal Dominant
FBN1	Familial ectopia lentis
FBN1	GEMSS syndrome
FBN1	GELEOPHYSIC DYSPLASIA 2
FBN1	Geleophysic dysplasia
FBN1	ECTOPIA LENTIS 1, ISOLATED, AUTOSOMAL DOMINANT
FBN1	MARFAN LIPODYSTROPHY SYNDROME
FBN2	Arthrogryposis
FBN2	Colorectal Carcinoma
FBN2	Ehlers-Danlos Syndrome
FBN2	Marfan Syndrome
FBN2	Aortic Aneurysm, Thoracic
FBN2	Congenital contractural arachnodactyly
FBN2	Congenital aneurysm of ascending aorta
FBN2	Colorectal Cancer
FBN2	MACULAR DEGENERATION, EARLY-ONSET
EFEMP1	Malignant neoplasm of breast
EFEMP1	Colorectal Carcinoma
EFEMP1	Pancreatic Neoplasm
EFEMP1	Adenocarcinoma, Basal Cell
EFEMP1	Adenocarcinoma, Oxyphilic
EFEMP1	Carcinoma, Cribriform
EFEMP1	Carcinoma, Granular Cell
EFEMP1	Adenocarcinoma, Tubular
EFEMP1	Anaplastic carcinoma
EFEMP1	Carcinoma, Spindle-Cell
EFEMP1	Malignant neoplasm of lung
EFEMP1	Malignant mesothelioma
EFEMP1	Malignant neoplasm of pancreas
EFEMP1	Breast Carcinoma
EFEMP1	Mammary Carcinoma, Animal
EFEMP1	Colorectal Cancer
EFEMP1	DOYNE HONEYCOMB RETINAL DYSTROPHY
EFEMP1	Malattia Leventinese
EFEMP1	Drusen, Radial, Autosomal Dominant
FBP1	Malignant tumor of colon
FBP1	Fructose-1,6-Diphosphatase Deficiency
FBP1	Deficiency, Hexosediphosphatase
FBP1	Malignant neoplasm of stomach
FBP1	Parkinson Disease
FBP1	Schizophrenia
FBP1	Hereditary Diffuse Gastric Cancer
FBP1	Liver carcinoma
FCER1A	Urticaria
FCER1A	Morbilliform Drug Reaction
MS4A2	Asthma, Aspirin-Induced
MS4A2	IgE RESPONSIVENESS, ATOPIC
FCER1G	Liver Cirrhosis, Experimental
FCER2	Encephalitis
FCER2	Rasmussen Syndrome
FCER2	HIV Coinfection
FCGR1A	Liver Cirrhosis, Experimental
FCGR1A	Juvenile-Onset Still Disease
